[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[02:07:41 | 17-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[02:07:44 | 17-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:20:01 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa0b5ba86af251787b1e09ab0090c1a498c02159e10212bc0ea72671fa74e44d0
[09:20:13 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x65478e5befa2c662fe058da57377401dc1b72393042d48bc8256a85667e33c31
[09:23:16 | 17-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:23:19 | 17-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:16:26 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6e97ecc819447d6a1a5b51d41cc9e226cbb8c6f88cbd6c62a067db82273c9cac
[09:16:40 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd0fba1f70021ca0fa43ac6bf9a21bdc0f375e6f5da3ce6503be448439cd9d484
[09:19:43 | 18-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:19:46 | 18-02-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:17:48 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc485085dad84835df822af40d3220a61ad0f857cefc14212f0753dcca4e1aa54
[09:18:01 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x84c4b225a2126ce687f67d559608ddfc6c0bc139af4c84231da34327e091b384
[09:21:04 | 19-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:21:07 | 19-02-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
Error:
[09:18:16 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x94e79771d2b141f7839c608937f1312d4bebbd4a55e21886893a5ffc5ed30a2c
[09:21:19 | 20-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:21:22 | 20-02-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:18:16 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x787d76c49d879c9c266c005ddb7f593c261261d752fab51328df8c5d016bbf1b
[09:18:37 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf377a33bf79ef1cd9f3fc922e6d7cae0d9ca1cd14e06e5bb08d0b7d5f738fa3b
[09:21:40 | 21-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:21:43 | 21-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:14:26 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x724e2dc98183c8ad59e563f982840970a925fda1c55c38b036b4f562251bbdd4
[09:17:29 | 22-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:17:32 | 22-02-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:22:30 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x80e6fcd535c48b23d9ea82061068ed4afaf2846d3e33b2aa16a1b4579291868f
[09:22:38 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeddcd139f26f7eff3f91fc591aa5885b5417f0cab5c64a64e637c55cf093a7e9
[09:25:41 | 23-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:25:44 | 23-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:21:44 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xfcca9484b610523ee50b4f16b83619198eb4f043b95a23412e9644ee7d36c33a
[09:21:53 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf0815d102a7a252ed4aa0052a57b46489e7484a15efaff16d7393d6971a4eb44
[09:24:56 | 24-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:24:59 | 24-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:20:40 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfacc0d4e4cf7eeae224d3b79e27167b16783e1226221279ace0d644a99076e48
[09:23:43 | 25-02-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:23:46 | 25-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:20:05 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd4719daaf4730aab37ac727ddced915387d5522be9263c9dfa731c4385bd3f92
[09:20:13 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3394a804b93cc740569ae59c4bb611531bd563a9040272285f9776d580ad9311
[09:23:17 | 26-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:23:20 | 26-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:20:57 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3774ef37cbe5e738fde2648272f873fa64653f231ffcad86e168f661e834be52
[09:21:16 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x59b98ac208eb1034d7f7468ab2f300e747410bd777a171b03e4e6949d96ebbc7
[09:24:19 | 27-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:24:22 | 27-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:21:28 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe6df74ea731c77eeac856ab721f050cacf58662b0545477d0e83270d19579148
[09:21:40 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x564c9b09743394b1f257ddb2f0c11cd45bcd03fab96106efb74334a93f58c654
[09:24:43 | 28-02-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:24:46 | 28-02-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:25:25 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xbcc23e72e59a088a4cf672cb67139c9b0a4e8870ae17f0544371bad47cad6f25
[09:25:37 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6b2a400ba7957e738d50e08c4efea33ace6d81144dd4abe430e8544f2211c33c
[09:28:40 | 01-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:28:43 | 01-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:24:27 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x918c08bfda8013606af0b9f22cce2d26f5144834519b768693fcd2fb5911bebd
[09:24:39 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2f134ec60a3d77a1487827fb5976b8d9c912e7eb2bea024768224a19f8cd9911
[09:27:42 | 02-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:27:45 | 02-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:22:51 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe7660be4c8c74a404b076089262dfc9d3cdeb6d9f96ff6e5101016c04d6935ed
[09:23:02 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x795a45331a85c573b3b886fa8b8b0ff56db0b67aab34ed6220d8704c350cb99c
[09:26:05 | 03-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:26:09 | 03-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:22:11 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf437b9cddb271cfcfb568776185f377f98a06afc332bb3e31975c81d50651978
[09:22:27 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc7e69900076d9b177b8d5596a09d3be108fc421d16dda50be149e99820102460
[09:25:30 | 04-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:25:33 | 04-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:22:03 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd7c9186fc3b3b55ff35e4716d3ab574bcb33a6b7cc1d58656483558aaadbb7d6
[09:22:25 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd7470ca7ee6fe6e55fcb60877fd14a88bb87c04475a8b5d24866a7052b9e321f
[09:25:28 | 05-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:25:31 | 05-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:22:21 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x967abebbe8b6b3bb3c56a63e719966a292be427c305add00d37532978e885f32
[09:22:36 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x074f8dcb318258ca48ce0542ba602059c8c9ca7c97f3af41a4f8692b3dfc995d
[09:25:39 | 06-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:25:42 | 06-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:23:04 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa6a67b2841fbf17be944e9ad89e0f901ab446702f92082945f2734efe774cd6c
[09:23:16 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x72f2840b2dc5ea5c1ecc06e35e52e9c55fd85620c508a7198ab5084c742a826a
[09:26:19 | 07-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:26:22 | 07-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[08:58:44 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb29b634a5eb33b05f0d9440bc71208cd9df0a7c1e42da88ff934c99f805d2dda
[08:58:52 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf9b3d20404e46375ff073515eba83eed5e2bb5a6bdf47b8d07e4dbffdc0f3a94
[09:01:55 | 08-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:01:58 | 08-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:03:37 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe8722ee6093f4021491071ccb5ff42aadf03a6a7f7c4e703241ba9dde10195d0
[09:03:49 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3729c4b886c85192c9b292ecccc339234d78009e40a7f7a5abb2446efc0f2878
[09:06:53 | 09-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:06:55 | 09-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:05:04 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x73c2c26fd5997e7bf86a09b10eeadc07aa95bc2935f928e7da68f4b16ee2c1bf
[09:05:17 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc14420df184406b8eb2c42907d36500a66147bff83c72d17cd2ec318fa4ed00c
[09:08:20 | 10-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:08:23 | 10-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:23:25 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x879c5181734d8881b5f6d2f9fe7f674c32b4b44843229143cefafcfeab6ed435
[09:23:38 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x65611fc929465cf20197def860475ef992ff4a999ba429c8d2905198855e9959
[09:26:42 | 11-03-2025] Transfer Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
[09:26:45 | 11-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:22:25 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x06fef2eef5c54c67df70b8b963fdc92c2b54921e6fc7db1dc6abd326c83a7342
[09:25:28 | 12-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:25:31 | 12-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:24:26 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9a48a73b61edce04088c5b5aaa02bcf531da0f14e070542f16f5b0ce7da37a9f
[09:27:30 | 13-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:27:33 | 13-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:22:29 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x45d5c58ffe5e626d55747c1d4984c2300f92960bcdaee793a72307e9e07edc9f
[09:25:32 | 14-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:25:35 | 14-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:20:51 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2cdcf066d74ac1d6ba280f63770560d561db7ea32dc562572cd9866dc5fda11e
[09:23:54 | 15-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:23:57 | 15-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:34:41 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb9fbfa489328a5acacc6202ff94150744c78e3d5c95ef4ee9e6158227e0ba71b
[09:37:44 | 16-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:37:47 | 16-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:27:26 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x40db04dad787a9bc8621771d2277df31269736f22be41e0c95f112a604b9ac17
[09:30:29 | 17-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:30:32 | 17-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:25:26 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7bbafde81a4b09150e0e6b3752273e957330cde62a4cd8bc3da5f8959762e711
[09:28:29 | 18-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:28:32 | 18-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:24:27 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7e4ca87da1eb6728ed389c8d0dd2dcd635f6037d5b4a62f7a182e761c8091bc3
[09:27:30 | 19-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:27:33 | 19-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:23:38 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd1d99812d93bb6f31f4dc7e1ef11d628c0fdf69d932f8d36f5723745323d3e09
[09:26:41 | 20-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:26:44 | 20-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:25:13 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7746aadd2181fe8dc7000e1729f0e44740f895bb2ee2201f5e258623ad1cdbf5
[09:28:16 | 21-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:28:19 | 21-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
Error:
[09:22:15 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbda60738c5e384512c2da388595a6b34c8f5b477c876707b10ed22bfc57c6da0
[09:25:18 | 22-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:25:21 | 22-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
Error:
[09:37:13 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf2a29e27889e8ce797d8b2b268b0243d0297518fa0cd41a678bc833bf409c920
[09:40:17 | 23-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:40:20 | 23-03-2025] Bridge Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
Error:
[09:36:52 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3026fa1bc6d5c992475fb78bc0c6b05f95344a6939355eeca761ced1fc0083d7
[09:39:55 | 24-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:39:58 | 24-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:26:39 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2b495c0a5501672aab7e76da9eb78bb488ecd91b3d128d00328e2c7bbd90cb31
[09:29:43 | 25-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:29:46 | 25-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:25:14 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2ce7e891ca96dcaa4e1abfe0b1e9a3bb8372894a49fb029ad40d667a694e1416
[09:28:18 | 26-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:28:21 | 26-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:25:25 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbafbb1c6312ba6928bd48653601a971df4fde08ceac536e6fe416d0a1840857e
[09:28:29 | 27-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:28:32 | 27-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:27:02 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4769660c18e0e06f092706f85a130ff408bcd4abaaca64b3fd8dec9bc3f9c264
[09:30:06 | 28-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:30:09 | 28-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:24:02 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x31243480a35f7e48ec9c48194d4c45e09481d73894743824a31652e6cca28fb9
[09:27:05 | 29-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:27:08 | 29-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:40:01 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4a649bda620762ed65f6c4c93da3b86f3da1404ec009e8e765fa65e1fbcd6275
[09:43:04 | 30-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:43:07 | 30-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:39:45 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0d81204e257cf8b45cfc118258369c6b44a13075bd30f06c79c0abf4a67b6294
[09:42:48 | 31-03-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:42:51 | 31-03-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:46:03 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfa2770e8c2bad203d2bab173b01033cb3d27ea6b00936225b0cad0b557fb218d
[09:49:07 | 01-04-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:49:09 | 01-04-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:35:12 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe8994d2bbfd0c1317f7847c9f1f318dc18df157b03665e4a47bb1e7e2ab6df74
[09:38:15 | 02-04-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:38:18 | 02-04-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:26:40 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa403b42494b7f3ae3007f6732c19816587ae7f42209afeadf9bd039bc233dbc7
[09:29:43 | 03-04-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:29:46 | 03-04-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:26:27 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeaf8f3109bff6e8670f28dac9486cc7999dceb3f8a07a83c586e507ae2c39975
[09:29:30 | 04-04-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:29:32 | 04-04-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
[09:24:26 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc52f4c9a79c5045c43531bfeceb7a6a3eee44292f677428f3b985313d8badec9
[09:27:29 | 05-04-2025] Transfer Task failed for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4: Request failed with status code 400
[09:27:32 | 05-04-2025] Bridge Task successful for 0x634692940FBCcCdB2f364f3BCa9C28579aECB2a4
Error:
